VentaID,FechaVenta,HoraVenta,SucursalNombre,CiudadSucursal,VendedorNombre,ClienteNombre,GeneroCliente,EdadCliente,EmailCliente,TelefonoCliente,DireccionCliente,MetodoPago,NombreProducto1,MarcaProducto1,CantidadProducto1,PrecioUnitarioProducto1,SubtotalProducto1,NombreProducto2,MarcaProducto2,CantidadProducto2,PrecioUnitarioProducto2,SubtotalProducto2,NombreProducto3,MarcaProducto3,CantidadProducto3,PrecioUnitarioProducto3,SubtotalProducto3,DescuentoVenta,TotalVenta,AñoVenta,MesVenta
14448,24/06/2019,06:21 a. m.,TechCore Bogotá #2,Bogotá,Eloísa Plaza Hurtado,Ramón Antón Alsina,M,37,ramón99@hotmail.com,+34 842 781 145,cra 17 #12-30,Tarjeta Crédito,Lenovo Yoga 7i,Lenovo,2,4400000,8800000,,,,,,,,,,,0,88000000,2019,6
14449,06/10/2019,02:01 a. m.,TechCore Bogotá #1,Bogotá,Griselda Arnaiz Palacio,Fortunato Gómez,M,44,fortunato56@hotmail.com,+34881 422 272,cll 45 #27-89,Transferencia,Apple MacBook Pro 14,Apple,2,8000000,16000000,,,,,,,,,,,5,152000000,2019,10
14450,13/11/2024,09:23 a. m.,TechCore Bogotá #1,Bogotá,Griselda Arnaiz Palacio,Roque Losa-Arce,M,27,roque4@hotmail.com,+34 986 539 433,cra 63 #26-1,Tarjeta Crédito,Dell Latitude 7420,Dell,2,5600000,11200000,,,,,,,,,,,0,112000000,2024,11
14451,10/02/2022,12:47 a. m.,TechCore Cali,Cali,Florencio Iker Vara Nebot,Albano de Criado,M,49,albano88@yahoo.com,+34 961 43 01 26,cll 44 #24-29,Transferencia,Dell Alienware m15,Dell,2,8000000,16000000,,,,,,,,,,,0,160000000,2022,2
14452,27/12/2023,10:32 p. m.,TechCore Medellín #2,Medellín,Luisina Lasa,Toño Adolfo Tapia Adán,M,31,toño66@hotmail.com,+34825313433,cra 13 #90-15,Tarjeta Débito,Dell Alienware m15,Dell,1,8000000,8000000,,,,,,,,,,,0,80000000,2023,12
14453,30/07/2024,01:28 p. m.,TechCore Pereira,Pereira,Jose Angel Rovira Adadia,Fito Bertrán Bustamante,M,36,fito95@hotmail.com,+34 717 79 63 86,cra 64 #22-23,Billetera Digital,HP Spectre x360,HP,1,5200000,5200000,,,,,,,,,,,0,52000000,2024,7
14454,04/10/2022,03:24 p. m.,TechCore Medellín #2,Medellín,Juanito Diaz,Sandalio de Vera,M,27,sandalio17@gmail.com,+34 828 406 490,cll 14 #58-17,No especificado,Asus VivoBook 15,Asus,1,2400000,2400000,HP Omen 16,HP,10.0,60000000.0,60000000.0,,,,,,0,84000000,2022,10
14455,20/10/2016,10:48 a. m.,TechCore Medellín #1,Medellín,Ibán López Córdoba,Isabel Escamilla Blasco,F,39,isabel93@yahoo.com,+34 886 833 882,cll 87 #29-45,Tarjeta Débito,Dell Latitude 7420,Dell,1,5600000,5600000,,,,,,,,,,,0,56000000,2016,10
14456,20/03/2016,12:21 p. m.,TechCore Medellín #1,Medellín,Ana Sofía Llopis Blázquez,Soledad Cáceres Figuerola,F,40,soledad97@yahoo.com,+34 985 16 89 62,cra 33 #98-22,Tarjeta Débito,HP Pavilion 15,HP,1,3500000,3500000,,,,,,,,,,,0,35000000,2016,3
14457,09/07/2016,10:07 p. m.,TechCore Medellín #2,Medellín,Juan José Porcel-Riera,Marino del Lozano,M,48,marino87@hotmail.com,+34 926 152 419,cll 67 #47-50,Tarjeta Crédito,HP Omen 16,HP,2,6000000,12000000,,,,,,,,,,,0,120000000,2016,7
14458,29/05/2019,06:43 a. m.,TechCore Bogotá #2,Bogotá,Edu Juan Pedraza,Victoria de Pelayo,F,33,victoria99@yahoo.com,+34843 238 022,cra 34 #86-23,Tarjeta Débito,Apple MacBook Pro 14,Apple,1,8000000,8000000,,,,,,,,,,,0,80000000,2019,5
14459,27/10/2018,09:13 a. m.,TechCore Medellín #1,Medellín,Liliana Jordá Armengol,Cayetana Salamanca Sanmartín,F,23,No especificado,+34 800738407,cll 3 #24-59,Tarjeta Débito,HP Pavilion 15,HP,2,3500000,7000000,Dell Latitude 7420,Dell,20.0,56000000.0,112000000.0,,,,,,1,163800000,2018,10
14460,23/04/2024,01:51 a. m.,TechCore Cali,Cali,Basilio Marcos Barrena,Ofelia Manuela Rubio Lara,F,51,ofelia13@gmail.com,+34 828 065 395,cra 19 #79-7,Tarjeta Crédito,Acer Aspire 5,Acer,2,2000000,4000000,Apple MacBook Air M1,Apple,20.0,55000000.0,110000000.0,,,,,,0,150000000,2024,4
14461,30/05/2018,12:58 a. m.,TechCore Medellín #2,Medellín,Claudia Sastre-Quintero,Casemiro Lluch-Amores,M,32,casemiro30@hotmail.com,+34 806428961,cra 56 #62-39,Tarjeta Crédito,Acer Nitro 5,Acer,2,4000000,8000000,,,,,,,,,,,0,80000000,2018,5
14462,24/08/2019,05:18 a. m.,TechCore Bogotá #2,Bogotá,Olivia Armas Ayuso,Francisco Gargallo Navarro,M,51,francisco62@yahoo.com,+34 800 01 49 60,cll 63 #31-28,Transferencia,Dell Alienware m15,Dell,2,8000000,16000000,HP Omen 16,HP,10.0,60000000.0,60000000.0,,,,,,0,220000000,2019,8
14463,19/09/2017,06:01 a. m.,TechCore Medellín #2,Medellín,Juan José Porcel-Riera,Dionisio Atienza,M,48,dionisio83@yahoo.com,+34977 58 47 89,cll 73 #24-97,Transferencia,HP Spectre x360,HP,2,5200000,10400000,,,,,,,,,,,0,104000000,2017,9
14464,31/05/2022,07:02 a. m.,TechCore Medellín #1,Medellín,Ibán López Córdoba,Sergio Arrieta Escalona,M,49,sergio26@gmail.com,+34 706 40 28 91,cra 86 #26-42,Billetera Digital,Asus ZenBook 14,Asus,2,3800000,7600000,,,,,,,,,,,0,76000000,2022,5
14465,08/02/2021,10:01 p. m.,TechCore Bogotá #2,Bogotá,Edu Juan Pedraza,Juan Manuel Abril Medina,M,37,juan4@gmail.com,+34 941824506,cll 36 #35-54,Tarjeta Crédito,HP Envy 13,HP,1,4000000,4000000,Dell Latitude 7420,Dell,10.0,56000000.0,56000000.0,,,,,,0,96000000,2021,2
14466,13/08/2022,02:35 a. m.,TechCore Pereira,Pereira,Anacleto Morera Segovia,Aarón Osorio Montesinos,M,33,aarón3@yahoo.com,No especificado,cra 13 #10-56,Billetera Digital,HP Envy 13,HP,1,4000000,4000000,,,,,,,,,,,0,40000000,2022,8
14467,29/03/2022,09:51 a. m.,TechCore Pereira,Pereira,Jose Angel Rovira Adadia,Amando Serra Casares,M,48,amando46@hotmail.com,+34 874 27 87 51,cra 12 #21-3,Tarjeta Crédito,Dell XPS 13,Dell,1,4800000,4800000,Lenovo IdeaPad 5,Lenovo,10.0,28000000.0,28000000.0,,,,,,0,76000000,2022,3
14468,13/12/2014,05:35 a. m.,TechCore Medellín #2,Medellín,Almudena Adelaida Lledó Garrido,Belen Cueto Porras,F,43,belen99@yahoo.com,+34635 84 05 26,cll 29 #41-18,Tarjeta Crédito,Apple MacBook Air M1,Apple,1,5500000,5500000,,,,,,,,,,,5,52250000,2014,12
14469,31/01/2025,05:00 a. m.,TechCore Medellín #2,Medellín,Juan José Porcel-Riera,Eric Moles-Carro,M,37,eric69@hotmail.com,+34880687413,cra 65 #66-32,Tarjeta Crédito,HP Omen 16,HP,1,6000000,6000000,,,,,,,,,,,0,60000000,2025,1
14470,21/04/2016,11:14 p. m.,TechCore Bogotá #2,Bogotá,Herminia Meléndez-Huguet,Vicente Barriga Rocamora,M,19,vicente8@gmail.com,+34841155901,cra 72 #26-99,Tarjeta Crédito,Lenovo Yoga 7i,Lenovo,2,4400000,8800000,HP Omen 16,HP,10.0,60000000.0,60000000.0,,,,,,0,148000000,2016,4
14471,17/04/2015,12:01 a. m.,TechCore Medellín #2,Medellín,Almudena Adelaida Lledó Garrido,Lucía Fabregat Carrión,F,21,lucía94@gmail.com,+34718848321,cra 16 #43-84,Efectivo,Microsoft Surface Laptop 4,Microsoft,2,5200000,10400000,HP Envy 13,HP,10.0,40000000.0,40000000.0,,,,,,0,144000000,2015,4
14472,29/01/2022,08:20 p. m.,TechCore Medellín #1,Medellín,Liliana Jordá Armengol,Raimundo Clavero Río,M,38,raimundo28@hotmail.com,+34732 06 85 17,cra 79 #12-18,No especificado,HP Spectre x360,HP,1,5200000,5200000,Apple iMac 24,Apple,20.0,64000000.0,128000000.0,,,,,,15,153000000,2022,1
14473,10/09/2017,03:34 p. m.,TechCore Bogotá #1,Bogotá,Poncio Gabriel Poza Acedo,Narciso Nevado Losada,M,28,narciso43@gmail.com,+34 985 788 275,cll 60 #27-56,Tarjeta Crédito,Samsung Galaxy Book Pro,Samsung,1,4800000,4800000,,,,,,,,,,,5,45600000,2017,9
14474,18/09/2017,11:31 a. m.,TechCore Bogotá #2,Bogotá,Herminia Meléndez-Huguet,Saturnina Puig Pombo,F,27,saturnina73@yahoo.com,+34841 940 991,cll 84 #30-91,Tarjeta Débito,Dell Latitude 7420,Dell,1,5600000,5600000,Apple MacBook Pro 16,Apple,10.0,96000000.0,96000000.0,Apple MacBook Air M1,Apple,10.0,55000000.0,55000000.0,0,207000000,2017,9
14475,06/09/2015,10:17 p. m.,TechCore Pereira,Pereira,Anacleto Morera Segovia,María Jesús Torres,F,35,maría95@gmail.com,+34 888357171,cra 88 #65-53,Transferencia,Apple MacBook Pro 14,Apple,1,8000000,8000000,HP Envy 13,HP,10.0,40000000.0,40000000.0,,,,,,0,120000000,2015,9
14476,27/03/2020,09:24 p. m.,TechCore Pereira,Pereira,Anacleto Morera Segovia,Florina Fábregas-Polo,F,22,florina84@yahoo.com,+34 843212293,cra 17 #28-3,Tarjeta Débito,Microsoft Surface Pro 9,Microsoft,1,4400000,4400000,,,,,,,,,,,0,44000000,2020,3
14477,20/05/2019,07:29 a. m.,TechCore Medellín #1,Medellín,Ibán López Córdoba,Claudio Valle Gracia,M,47,claudio90@gmail.com,+34 876 73 50 84,cra 42 #87-72,Billetera Digital,Apple iMac 24,Apple,2,6400000,12800000,Lenovo ThinkPad X1 Carbon,Lenovo,10.0,68000000.0,68000000.0,,,,,,5,186200000,2019,5
14478,26/10/2016,03:47 a. m.,TechCore Cali,Cali,Jacinta Juárez Marín,Pío Anaya-Matas,M,31,pío45@yahoo.com,+34847 628 053,cll 5 #70-76,Tarjeta Crédito,Dell XPS 13,Dell,2,4800000,9600000,Apple MacBook Pro 16,Apple,20.0,96000000.0,192000000.0,,,,,,0,288000000,2016,10
14479,16/10/2018,02:41 p. m.,TechCore Medellín #2,Medellín,Luisina Lasa,Sofía Batlle Nebot,F,44,sofía77@yahoo.com,+34978091560,cll 16 #73-14,Efectivo,HP Spectre x360,HP,2,5200000,10400000,,,,,,,,,,,1,93600000,2018,10
14480,02/02/2017,11:21 p. m.,TechCore Cali,Cali,Jacinta Juárez Marín,Angelino Vega-Núñez,M,42,angelino84@hotmail.com,+34846548274,cra 47 #6-72,Tarjeta Débito,Acer Swift 3,Acer,2,2600000,5200000,Acer Aspire 5,Acer,20.0,20000000.0,40000000.0,,,,,,0,92000000,2017,2
14481,21/11/2014,11:20 p. m.,TechCore Bogotá #2,Bogotá,Edu Juan Pedraza,Elpidio Marín Aranda,M,43,elpidio75@yahoo.com,+34921 338 064,cll 42 #21-25,Tarjeta Crédito,Apple iMac 24,Apple,2,6400000,12800000,Asus VivoBook 15,Asus,20.0,24000000.0,48000000.0,HP Spectre x360,HP,10.0,52000000.0,52000000.0,0,228000000,2014,11
14482,30/05/2015,01:07 p. m.,TechCore Cali,Cali,Clímaco Salinas Zabaleta,René Solera Quevedo,M,42,rené95@hotmail.com,+34807409115,cll 62 #45-85,Transferencia,Apple MacBook Air M1,Apple,1,5500000,5500000,,,,,,,,,,,0,55000000,2015,5
14483,02/10/2020,12:13 p. m.,TechCore Medellín #1,Medellín,Liliana Jordá Armengol,Natalio Núñez,M,37,natalio2@hotmail.com,+34 826 607 568,cll 4 #77-84,Tarjeta Débito,Dell Latitude 7420,Dell,1,5600000,5600000,HP Envy 13,HP,20.0,40000000.0,80000000.0,,,,,,0,136000000,2020,10
14484,25/12/2014,02:10 a. m.,TechCore Cali,Cali,Jacinta Juárez Marín,Clotilde Pinilla,F,18,No especificado,+34988 481 032,cll 51 #98-14,Tarjeta Débito,Dell XPS 13,Dell,1,4800000,4800000,HP Omen 16,HP,20.0,60000000.0,120000000.0,,,,,,0,168000000,2014,12
14485,13/10/2016,06:33 a. m.,TechCore Pereira,Pereira,María Ramírez Pou,Cristian Lalo Crespi Almeida,M,47,cristian74@hotmail.com,+34 885 28 89 31,cra 9 #58-98,Tarjeta Crédito,Lenovo IdeaPad 5,Lenovo,2,2800000,5600000,,,,,,,,,,,0,56000000,2016,10
14486,29/05/2021,03:33 p. m.,TechCore Medellín #1,Medellín,Eusebia Jara Macias,Sebastián Jódar Arranz,M,40,sebastián19@gmail.com,No especificado,cll 31 #8-12,Efectivo,Dell Alienware m15,Dell,1,8000000,8000000,,,,,,,,,,,0,80000000,2021,5
14487,05/04/2019,10:04 a. m.,TechCore Cali,Cali,Clímaco Salinas Zabaleta,Román Peñalver Teruel,M,51,román35@hotmail.com,+34 920846796,cra 19 #29-26,Tarjeta Débito,Lenovo Yoga 7i,Lenovo,2,4400000,8800000,,,,,,,,,,,5,83600000,2019,4
14488,07/12/2014,01:18 p. m.,TechCore Bogotá #1,Bogotá,Griselda Arnaiz Palacio,Rosalía Ariza-Río,F,19,rosalía82@gmail.com,+34 828 510 720,cra 44 #27-4,Tarjeta Crédito,Dell XPS 13,Dell,2,4800000,9600000,,,,,,,,,,,0,96000000,2014,12
14489,04/08/2020,01:36 p. m.,TechCore Cali,Cali,Clímaco Salinas Zabaleta,Geraldo Cervantes Blanco,M,30,geraldo49@yahoo.com,+34 983 385 902,cll 75 #26-74,Tarjeta Crédito,Lenovo ThinkPad X1 Carbon,Lenovo,1,6800000,6800000,,,,,,,,,,,1,61200000,2020,8
14490,27/01/2025,11:18 p. m.,TechCore Medellín #2,Medellín,Juanito Diaz,Elodia Amo Mir,F,36,elodia17@hotmail.com,+34 923 164 009,cll 48 #24-45,Transferencia,Lenovo Yoga 7i,Lenovo,2,4400000,8800000,,,,,,,,,,,0,88000000,2025,1
14491,06/05/2021,04:15 a. m.,TechCore Cali,Cali,Jacinta Juárez Marín,Jose Angel Diego Santiago,M,44,No especificado,+34823599789,cll 30 #2-80,Tarjeta Crédito,Lenovo Yoga 7i,Lenovo,1,4400000,4400000,HP Pavilion 15,HP,20.0,35000000.0,70000000.0,HP Spectre x360,HP,20.0,52000000.0,104000000.0,0,218000000,2021,5
14492,19/05/2023,10:18 p. m.,TechCore Medellín #2,Medellín,Luisina Lasa,Lara Vilalta-Arellano,F,48,lara32@yahoo.com,+34 927 259 134,cra 15 #38-45,Tarjeta Débito,Dell Latitude 7420,Dell,1,5600000,5600000,,,,,,,,,,,0,56000000,2023,5
14493,25/06/2017,01:26 p. m.,TechCore Medellín #1,Medellín,Liliana Jordá Armengol,Luis Ángel Villalba Gonzalez,M,43,luis93@yahoo.com,+34942 037 174,cra 63 #67-58,Tarjeta Crédito,HP Omen 16,HP,1,6000000,6000000,Dell Alienware m15,Dell,10.0,80000000.0,80000000.0,Apple MacBook Air M1,Apple,20.0,55000000.0,110000000.0,0,250000000,2017,6
14494,18/01/2015,11:26 a. m.,TechCore Bogotá #2,Bogotá,Armida Azorin Plaza,Elías Llorens Mateu,M,29,elías77@gmail.com,+34887 997 682,cll 46 #36-8,Efectivo,Acer Swift 3,Acer,2,2600000,5200000,Lenovo Legion 5 Pro,Lenovo,10.0,72000000.0,72000000.0,,,,,,0,124000000,2015,1
14495,21/07/2018,08:16 a. m.,TechCore Pereira,Pereira,María Ramírez Pou,Arsenio Barranco Cañete,M,28,arsenio25@hotmail.com,+34 826 427 099,cll 45 #77-49,Tarjeta Crédito,Lenovo Legion 5 Pro,Lenovo,1,7200000,7200000,HP Omen 16,HP,10.0,60000000.0,60000000.0,,,,,,0,132000000,2018,7
14496,09/10/2019,10:17 p. m.,TechCore Bogotá #1,Bogotá,María Belén Alegria Camps,Anabel Corral Roda,F,25,anabel57@hotmail.com,+34717366180,cra 94 #5-81,Tarjeta Débito,Apple MacBook Air M1,Apple,2,5500000,11000000,,,,,,,,,,,0,110000000,2019,10
14497,22/09/2022,11:57 a. m.,TechCore Medellín #2,Medellín,Claudia Sastre-Quintero,Artemio Alvarado-Moles,M,29,artemio62@yahoo.com,+34 823273890,cra 2 #87-94,Tarjeta Débito,Apple MacBook Air M1,Apple,2,5500000,11000000,,,,,,,,,,,0,110000000,2022,9
14498,10/09/2023,10:21 p. m.,TechCore Pereira,Pereira,Jose Angel Rovira Adadia,Narciso Avilés,M,44,narciso77@hotmail.com,+34949 57 42 73,cll 17 #31-49,Tarjeta Débito,Acer Swift 3,Acer,1,2600000,2600000,HP Pavilion 15,HP,10.0,35000000.0,35000000.0,,,,,,0,61000000,2023,9
14499,04/12/2015,01:33 a. m.,TechCore Medellín #2,Medellín,Almudena Adelaida Lledó Garrido,Armando Bustamante Segarra,M,29,armando45@yahoo.com,+34807 832 689,cra 54 #26-86,Tarjeta Débito,HP Spectre x360,HP,1,5200000,5200000,HP Omen 16,HP,20.0,60000000.0,120000000.0,,,,,,0,172000000,2015,12
14500,28/04/2024,11:52 a. m.,TechCore Bogotá #2,Bogotá,Edu Juan Pedraza,Lola del Jaén,F,43,lola43@gmail.com,+34 881 050 147,cll 83 #74-52,Tarjeta Crédito,Apple MacBook Pro 14,Apple,1,8000000,8000000,HP Spectre x360,HP,10.0,52000000.0,52000000.0,,,,,,0,132000000,2024,4
14501,15/11/2018,02:01 a. m.,TechCore Bogotá #1,Bogotá,Griselda Arnaiz Palacio,Apolonia Robledo Benítez,F,28,apolonia68@gmail.com,+34947 82 73 35,cra 80 #72-86,Tarjeta Crédito,HP Pavilion 15,HP,1,3500000,3500000,Lenovo Legion 5 Pro,Lenovo,20.0,72000000.0,144000000.0,,,,,,5,170050000,2018,11
14502,01/12/2021,07:50 p. m.,TechCore Medellín #2,Medellín,Juanito Diaz,Amaro del Flor,M,49,amaro49@hotmail.com,+34 826 98 70 68,cra 79 #64-57,Tarjeta Crédito,Apple MacBook Pro 16,Apple,2,9600000,19200000,Dell Alienware m15,Dell,10.0,80000000.0,80000000.0,,,,,,0,272000000,2021,12
14503,05/07/2019,07:56 p. m.,TechCore Medellín #1,Medellín,Liliana Jordá Armengol,José María del Vega,M,25,josé69@hotmail.com,+34 900588361,cra 72 #95-76,Tarjeta Crédito,HP Spectre x360,HP,2,5200000,10400000,Dell XPS 13,Dell,10.0,48000000.0,48000000.0,,,,,,0,152000000,2019,7
14504,11/06/2017,09:21 a. m.,TechCore Pereira,Pereira,Carina Parejo Carranza,Bernardo Aroca Cuéllar,M,21,bernardo17@gmail.com,+34 986030011,cra 57 #96-76,Billetera Digital,Apple MacBook Pro 14,Apple,1,8000000,8000000,Apple MacBook Air M1,Apple,10.0,55000000.0,55000000.0,,,,,,0,135000000,2017,6
14505,14/04/2017,03:48 a. m.,TechCore Medellín #1,Medellín,Liliana Jordá Armengol,Primitivo Maza Solano,M,37,primitivo82@yahoo.com,+34 887 63 02 75,cra 33 #14-71,Tarjeta Crédito,HP Omen 16,HP,1,6000000,6000000,Acer Predator Helios 300,Acer,20.0,56000000.0,112000000.0,Lenovo Yoga 7i,Lenovo,10.0,44000000.0,44000000.0,5,205200000,2017,4
14506,26/08/2020,12:08 a. m.,TechCore Medellín #1,Medellín,Eusebia Jara Macias,Íñigo Goicoechea-Gonzalez,M,35,íñigo97@yahoo.com,+34 724914707,cra 1 #1-8,Tarjeta Débito,Dell XPS 13,Dell,1,4800000,4800000,,,,,,,,,,,5,45600000,2020,8
14507,31/05/2021,05:08 a. m.,TechCore Bogotá #1,Bogotá,Evaristo Guillen Peña,Ligia Reyes Cabrera,F,35,ligia59@hotmail.com,+34922 344 712,cra 41 #85-58,Transferencia,HP Envy 13,HP,2,4000000,8000000,,,,,,,,,,,1,72000000,2021,5
14508,19/02/2022,05:02 p. m.,TechCore Medellín #1,Medellín,Eusebia Jara Macias,Asdrubal Merino Sans,M,23,asdrubal45@hotmail.com,+34 858 74 69 85,cll 8 #92-72,Billetera Digital,Apple MacBook Pro 14,Apple,1,8000000,8000000,,,,,,,,,,,0,80000000,2022,2
14509,12/01/2023,08:34 a. m.,TechCore Medellín #2,Medellín,Almudena Adelaida Lledó Garrido,Sonia Rodrigo,F,36,sonia14@gmail.com,+34 800604058,cra 38 #35-22,Tarjeta Crédito,Apple MacBook Air M1,Apple,2,5500000,11000000,,,,,,,,,,,5,104500000,2023,1
14510,04/12/2022,04:59 p. m.,TechCore Pereira,Pereira,María Ramírez Pou,Celestina Zurita Blasco,F,32,celestina26@gmail.com,+34 740 280 390,cra 72 #21-46,Efectivo,Apple MacBook Air M1,Apple,1,5500000,5500000,,,,,,,,,,,0,55000000,2022,12
14511,11/07/2025,11:49 a. m.,TechCore Bogotá #1,Bogotá,Griselda Arnaiz Palacio,Manu Ortega-Mariño,F,30,manu58@gmail.com,+34 973 970 259,cll 87 #74-76,Tarjeta Débito,Asus TUF Gaming A15,Asus,1,4800000,4800000,,,,,,,,,,,5,45600000,2025,7
14512,28/09/2014,12:09 a. m.,TechCore Medellín #2,Medellín,Juanito Diaz,Juanita Pina Jimenez,F,24,juanita93@yahoo.com,+34876 05 40 49,cll 60 #15-54,Transferencia,MSI Modern 14,MSI,1,2800000,2800000,Dell Inspiron 15,Dell,10.0,30000000.0,30000000.0,,,,,,1,52200000,2014,9
14513,03/04/2017,10:03 a. m.,TechCore Medellín #2,Medellín,Juanito Diaz,Jose Carlos Morillo,M,36,jose55@hotmail.com,+34924 645 375,cra 8 #86-17,Tarjeta Débito,Asus ROG Strix G15,Asus,2,6400000,12800000,Dell Alienware m15,Dell,10.0,80000000.0,80000000.0,Apple MacBook Pro 14,Apple,20.0,80000000.0,160000000.0,0,368000000,2017,4
14514,29/12/2020,11:35 p. m.,TechCore Bogotá #1,Bogotá,Poncio Gabriel Poza Acedo,Francisco Narváez Lluch,M,29,francisco20@gmail.com,+34 988838878,cll 53 #71-52,Tarjeta Débito,Asus ROG Strix G15,Asus,2,6400000,12800000,Apple iMac 24,Apple,20.0,64000000.0,128000000.0,,,,,,15,217600000,2020,12
14515,05/04/2024,09:30 a. m.,TechCore Medellín #2,Medellín,Almudena Adelaida Lledó Garrido,Maximiano Rivera,M,32,maximiano71@gmail.com,+34 846 72 92 79,cll 99 #56-72,Efectivo,Apple iMac 24,Apple,1,6400000,6400000,HP Spectre x360,HP,20.0,52000000.0,104000000.0,Lenovo Yoga 7i,Lenovo,20.0,44000000.0,88000000.0,0,256000000,2024,4
14516,09/02/2017,03:06 a. m.,TechCore Medellín #1,Medellín,Ana Sofía Llopis Blázquez,Áurea del Barberá,F,30,áurea30@yahoo.com,+34835 945 403,cra 80 #98-43,Billetera Digital,Dell XPS 13,Dell,2,4800000,9600000,Asus ROG Strix G15,Asus,10.0,64000000.0,64000000.0,,,,,,0,160000000,2017,2
14517,28/02/2016,07:37 p. m.,TechCore Medellín #1,Medellín,Ana Sofía Llopis Blázquez,Edelmiro Abella Solana,M,18,edelmiro47@yahoo.com,+34 956545108,cra 77 #34-71,Transferencia,Lenovo ThinkPad X1 Carbon,Lenovo,1,6800000,6800000,,,,,,,,,,,15,57800000,2016,2
14518,18/11/2023,09:58 p. m.,TechCore Cali,Cali,Jacinta Juárez Marín,Jonatan Rico-Mercader,M,51,jonatan31@hotmail.com,+34 921 26 47 32,cll 25 #32-18,Tarjeta Crédito,HP Spectre x360,HP,2,5200000,10400000,Lenovo IdeaPad 5,Lenovo,20.0,28000000.0,56000000.0,Asus VivoBook 15,Asus,10.0,24000000.0,24000000.0,0,184000000,2023,11
14519,28/09/2016,10:03 p. m.,TechCore Medellín #2,Medellín,Luisina Lasa,Alicia Carretero Marin,F,27,alicia70@gmail.com,+34 888304473,cra 61 #17-56,Tarjeta Crédito,Dell Inspiron 15,Dell,2,3000000,6000000,,,,,,,,,,,0,60000000,2016,9
14520,07/07/2017,10:05 p. m.,TechCore Bogotá #2,Bogotá,Herminia Meléndez-Huguet,Samuel Chaparro Segovia,M,45,samuel57@gmail.com,+34842 231 864,cra 57 #3-62,No especificado,Lenovo ThinkPad X1 Carbon,Lenovo,2,6800000,13600000,Lenovo IdeaPad 5,Lenovo,20.0,28000000.0,56000000.0,Apple MacBook Pro 16,Apple,10.0,96000000.0,96000000.0,5,273600000,2017,7
14521,23/08/2023,10:03 a. m.,TechCore Medellín #2,Medellín,Juan José Porcel-Riera,Efraín González Roman,M,25,efraín23@yahoo.com,+34 978 586 601,cra 93 #98-95,Tarjeta Crédito,Asus VivoBook 15,Asus,2,2400000,4800000,Apple MacBook Air M1,Apple,20.0,55000000.0,110000000.0,,,,,,0,158000000,2023,8
14522,07/07/2020,09:56 p. m.,TechCore Cali,Cali,Clímaco Salinas Zabaleta,Feliciana Chacón-Bru,F,44,feliciana69@gmail.com,+34846534376,cll 6 #90-6,Tarjeta Crédito,Acer Swift 3,Acer,1,2600000,2600000,,,,,,,,,,,15,22100000,2020,7
14523,02/10/2015,07:44 p. m.,TechCore Medellín #1,Medellín,Eusebia Jara Macias,Adán Samper Nieto,M,26,adán10@hotmail.com,+34 931958923,cll 92 #16-82,Tarjeta Débito,Apple iMac 24,Apple,2,6400000,12800000,Asus ZenBook 14,Asus,10.0,38000000.0,38000000.0,Lenovo Yoga 7i,Lenovo,10.0,44000000.0,44000000.0,0,210000000,2015,10
14524,06/07/2020,02:27 p. m.,TechCore Bogotá #2,Bogotá,Herminia Meléndez-Huguet,Eligia Zamora,F,30,eligia43@yahoo.com,+34 880523098,cll 99 #64-83,Tarjeta Crédito,HP Envy 13,HP,1,4000000,4000000,,,,,,,,,,,0,40000000,2020,7
14525,09/01/2024,09:55 a. m.,TechCore Medellín #1,Medellín,Liliana Jordá Armengol,Encarnacion Álamo Nogués,F,23,encarnacion72@hotmail.com,No especificado,cra 94 #95-7,Transferencia,Dell Inspiron 15,Dell,2,3000000,6000000,,,,,,,,,,,0,60000000,2024,1
14526,17/08/2015,12:11 a. m.,TechCore Cali,Cali,Clímaco Salinas Zabaleta,Adelina Piñeiro Prado,F,31,adelina37@gmail.com,+34 828 368 649,cra 68 #53-68,Tarjeta Crédito,HP Pavilion 15,HP,2,3500000,7000000,,,,,,,,,,,0,70000000,2015,8
14527,24/06/2019,07:51 a. m.,TechCore Medellín #1,Medellín,Dominga del Alcántara,Gil de Andreu,M,28,gil25@yahoo.com,+34 849103197,cra 89 #40-79,Billetera Digital,Lenovo ThinkPad X1 Carbon,Lenovo,2,6800000,13600000,Dell Inspiron 15,Dell,20.0,30000000.0,60000000.0,Lenovo Yoga 7i,Lenovo,20.0,44000000.0,88000000.0,1,255600000,2019,6
14528,27/06/2023,08:14 a. m.,TechCore Bogotá #1,Bogotá,Poncio Gabriel Poza Acedo,Alba Diez-Cornejo,F,36,alba3@gmail.com,+34 849 184 292,cra 51 #75-4,Tarjeta Crédito,Asus ROG Strix G15,Asus,2,6400000,12800000,HP Envy 13,HP,20.0,40000000.0,80000000.0,Asus VivoBook 15,Asus,20.0,24000000.0,48000000.0,0,256000000,2023,6
14529,15/10/2019,03:14 p. m.,TechCore Medellín #2,Medellín,Juanito Diaz,Hugo Camacho,M,41,hugo18@hotmail.com,+34943661319,cra 47 #99-62,Tarjeta Crédito,Lenovo ThinkPad X1 Carbon,Lenovo,1,6800000,6800000,Dell Latitude 7420,Dell,20.0,56000000.0,112000000.0,Lenovo Legion 5 Pro,Lenovo,20.0,72000000.0,144000000.0,1,291600000,2019,10
